Date,Station,Item,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014/09/11,Sanyi,PM10,22,23,24,24,26,28,29,33,35,35,39,35,34,32,23,21,20,23,35,43,39,45,43,34
2014/09/12,Sanyi,PM10,34,35,39,46,50,48,45,37,29,32,29,23,21,17,15,15,22,24,23,23,21,20,18,17
2014/09/13,Sanyi,PM10,20,18,18,21,18,13,13,15,13,17,23,26,22,20,21,20,17,16,17,20,21,23,22,23
2014/09/14,Sanyi,PM10,28,31,32,31,29,26,24,26,28,33,29,24,26,21,23,22,24,42,49,51,48,46,43,33
2014/09/15,Sanyi,PM10,29,31,31,29,29,27,23,20,20,38,55,65,67,68,68,57,46,46,48,45,35,29,33,34
2014/09/17,Sanyi,PM10,40,37,34,37,39,37,32,37,43,46,46,44,46,50,50,45,48,56,56,53,55,61,61,53
2014/09/18,Sanyi,PM10,48,48,46,49,51,53,50,46,48,45,49,57,66,64,54,57,60,59,55,53,53,50,50,49
2014/09/19,Sanyi,PM10,50,57,57,53,54,54,51,54,62,71,67,57,54,61,66,62,66,67,64,61,54,53,51,56
2014/09/20,Sanyi,PM10,60,56,57,61,60,56,57,59,60,45,29,35,44,46,49,49,46,42,33,33,37,37,27,17
2014/09/21,Sanyi,PM10,16,17,21,18,15,17,21,26,31,28,33,48,48,40,45,54,54,50,39,24,28,32,28,23
2014/09/22,Sanyi,PM10,20,13,9,6,1,1,4,6,6,6,13,27,37,40,45,46,38,29,29,33,35,31,22,23
2014/09/23,Sanyi,PM10,27,29,35,37,39,43,39,39,38,35,37,43,45,42,42,43,43,39,38,39,32,24,26,31
2014/09/24,Sanyi,PM10,34,31,24,21,18,16,18,23,23,28,38,44,40,39,35,29,23,22,23,24,23,23,26,28
2014/09/25,Sanyi,PM10,31,31,31,29,31,31,28,28,26,20,21,28,37,40,34,29,29,32,34,33,31,32,33,38
2014/09/27,Sanyi,PM10,44,42,37,35,37,39,45,51,59,64,59,55,55,51,48,46,49,55,61,61,60,59,51,50
2014/09/28,Sanyi,PM10,51,50,49,53,65,66,56,56,61,64,62,60,56,61,62,54,43,45,50,46,43,42,40,40
2014/09/29,Sanyi,PM10,43,43,43,54,68,73,72,78,84,81,79,83,78,67,67,73,72,57,44,42,40,43,53,67
2014/10/01,Sanyi,PM10,27,28,31,31,28,28,31,29,28,27,24,28,31,28,29,31,33,37,38,35,32,32,33,32
2014/10/02,Sanyi,PM10,28,29,29,23,24,24,22,23,24,29,32,39,43,40,45,45,40,40,42,40,43,40,35,32
2014/10/03,Sanyi,PM10,27,24,21,22,26,27,28,29,29,31,40,51,53,51,56,62,57,54,54,57,65,64,57,57
2014/10/04,Sanyi,PM10,61,59,60,64,61,54,40,33,31,33,34,35,39,43,44,42,44,44,40,40,39,38,39,37
2014/10/05,Sanyi,PM10,33,35,38,38,38,38,37,35,34,39,40,38,45,45,43,44,49,55,50,45,44,44,43,44
2014/10/06,Sanyi,PM10,46,49,49,49,45,42,49,59,67,70,66,66,65,62,62,62,67,67,59,51,49,45,42,43
2014/10/07,Sanyi,PM10,48,48,46,43,43,40,37,39,43,43,38,43,44,37,33,35,37,32,31,28,24,26,28,24
2014/10/09,Sanyi,PM10,26,22,23,23,22,23,22,17,17,20,22,22,26,31,29,28,27,28,28,24,18,15,15,13
2014/10/10,Sanyi,PM10,20,22,20,18,17,20,22,23,29,32,31,35,37,28,28,22,22,27,26,20,24,28,20,11
2014/10/11,Sanyi,PM10,11,20,21,21,24,27,27,24,23,26,31,33,37,40,44,44,44,39,32,37,40,39,39,39
2014/10/12,Sanyi,PM10,43,45,43,42,43,42,35,35,38,40,40,34,32,35,49,61,53,51,49,39,27,20,23,24
2014/10/13,Sanyi,PM10,22,26,31,33,32,31,37,45,54,57,59,57,56,64,70,72,72,70,64,59,60,53,44,43
2014/10/14,Sanyi,PM10,42,40,40,40,38,43,50,54,59,62,64,72,72,66,65,66,68,68,68,71,76,71,68,66
2014/10/15,Sanyi,PM10,60,55,51,49,48,44,42,43,46,51,60,70,72,70,73,82,88,88,83,79,81,81,77,75
2014/10/16,Sanyi,PM10,77,77,72,68,60,48,40,39,40,38,35,42,42,39,44,49,55,55,46,44,44,45,43,39
2014/10/18,Sanyi,PM10,38,42,38,31,28,28,35,42,45,50,50,50,51,53,51,55,66,73,71,64,56,54,54,59
2014/10/19,Sanyi,PM10,65,65,66,60,56,56,57,66,71,73,75,64,61,65,62,65,71,79,83,73,65,70,76,72
2014/10/20,Sanyi,PM10,65,64,57,50,53,57,73,94,100,87,73,64,66,70,64,59,62,82,98,101,93,53,18,23
2014/10/21,Sanyi,PM10,32,34,35,35,28,35,49,45,38,29,31,50,56,38,24,18,22,39,45,29,15,12,10,6
2014/10/22,Sanyi,PM10,10,15,12,16,17,17,31,48,57,56,54,71,72,50,38,32,29,28,26,21,21,27,27,27
2014/10/24,Sanyi,PM10,31,28,24,20,16,20,27,29,29,45,57,60,61,57,54,48,44,44,43,34,31,32,31,29
2014/10/25,Sanyi,PM10,33,34,39,46,43,37,39,43,44,49,57,57,51,44,42,45,53,54,49,45,46,44,45,48
2014/10/26,Sanyi,PM10,46,46,53,59,55,54,61,64,65,59,55,55,55,48,44,42,39,42,45,54,56,51,46,49
2014/10/29,Sanyi,PM10,57,77,75,70,60,51,50,57,68,66,71,72,67,64,62,56,53,64,71,64,56,81,89,70
2014/10/30,Sanyi,PM10,62,60,75,86,84,70,61,62,67,83,94,95,99,97,84,83,83,82,86,79,64,59,65,79
2014/10/31,Sanyi,PM10,88,87,86,89,100,103,94,86,77,109,139,127,121,128,139,138,120,127,136,119,110,104,88,86
2014/11/01,Sanyi,PM10,100,115,130,133,134,130,103,98,99,93,86,73,71,76,77,62,46,46,53,50,49,51,53,53
2014/11/02,Sanyi,PM10,50,46,46,43,37,43,51,61,59,46,35,26,22,22,21,20,27,31,26,29,38,38,35,37
2014/11/04,Sanyi,PM10,31,28,28,24,24,24,24,28,28,28,29,37,39,32,28,31,32,28,23,23,24,28,28,26
2014/11/05,Sanyi,PM10,28,33,33,29,28,29,29,31,35,49,60,55,49,51,51,51,51,56,57,50,49,53,50,53
2014/11/06,Sanyi,PM10,56,54,51,51,51,48,50,53,51,55,55,48,44,46,46,46,48,43,28,22,27,26,27,28
2014/11/07,Sanyi,PM10,24,24,24,23,22,20,24,29,31,34,40,42,37,38,38,43,51,50,34,27,28,27,27,32
2014/11/08,Sanyi,PM10,45,65,81,81,84,72,60,64,78,78,77,82,95,103,83,71,76,82,83,86,72,45,33,37
2014/11/09,Sanyi,PM10,38,33,34,31,23,16,13,17,21,22,23,26,27,21,17,16,12,13,15,16,20,18,16,18
2014/11/10,Sanyi,PM10,20,16,16,13,10,10,13,17,21,28,34,37,28,27,35,44,39,33,29,26,26,31,32,28
2014/11/12,Sanyi,PM10,44,40,38,37,29,23,27,32,31,33,37,38,40,37,31,28,26,24,23,31,34,31,31,33
2014/11/13,Sanyi,PM10,29,23,26,33,44,50,55,51,38,32,28,28,33,34,33,38,37,32,33,35,31,22,20,18
2014/11/14,Sanyi,PM10,17,21,22,18,20,23,23,23,28,26,24,29,29,24,29,26,22,26,24,20,21,20,15,16
2014/11/15,Sanyi,PM10,15,16,18,13,12,13,12,13,16,18,22,39,49,43,44,55,60,53,45,39,45,50,40,29
2014/11/16,Sanyi,PM10,26,29,28,29,26,22,21,18,23,29,35,39,33,29,32,34,29,27,29,33,37,33,28,24
2014/11/17,Sanyi,PM10,20,16,16,15,13,10,12,15,13,16,22,24,24,26,24,22,21,18,18,22,27,32,43,54
2014/11/19,Sanyi,PM10,24,28,24,22,23,23,18,23,26,27,42,70,67,44,40,39,38,32,27,32,34,33,32,31
2014/11/21,Sanyi,PM10,35,39,42,40,33,32,38,40,56,75,81,75,51,38,44,55,55,39,32,37,37,38,42,45
2014/11/22,Sanyi,PM10,48,46,43,43,40,32,28,31,32,33,31,27,29,33,33,42,43,45,56,72,89,99,104,109
2014/11/23,Sanyi,PM10,106,88,66,57,56,51,53,62,64,61,67,73,76,75,72,70,77,84,72,61,62,66,79,97
2014/11/24,Sanyi,PM10,105,115,117,111,97,77,60,64,60,44,54,64,75,93,105,111,98,81,78,78,77,105,131,125
2014/11/26,Sanyi,PM10,71,73,75,72,66,55,46,43,40,43,46,44,44,49,55,60,55,48,43,35,34,34,35,35
2014/11/27,Sanyi,PM10,39,40,35,42,46,44,40,37,38,37,37,37,34,37,48,55,55,54,59,60,45,38,48,50
2014/11/28,Sanyi,PM10,45,45,53,56,57,59,53,45,53,46,38,45,53,61,65,56,46,45,45,46,48,43,39,29
2014/11/29,Sanyi,PM10,23,27,27,33,40,39,32,24,28,35,43,53,54,44,38,38,49,73,77,44,22,22,22,24
2014/11/30,Sanyi,PM10,22,26,38,46,44,34,45,72,70,59,56,54,67,64,46,46,54,56,49,45,43,34,27,23
2014/12/02,Sanyi,PM10,45,39,45,56,55,50,48,45,46,54,54,48,46,45,45,45,42,35,31,28,29,31,28,28
2014/12/03,Sanyi,PM10,26,27,32,32,35,40,37,34,31,32,43,50,56,62,66,57,57,66,64,56,59,60,51,50
2014/12/04,Sanyi,PM10,49,39,23,13,11,11,13,10,9,11,12,10,13,23,32,40,46,49,50,54,54,53,50,46
2014/12/05,Sanyi,PM10,48,48,48,46,49,54,51,50,54,56,56,59,65,66,61,55,54,53,53,53,53,51,45,46
2014/12/06,Sanyi,PM10,46,45,42,40,39,35,32,29,28,31,35,37,39,40,39,38,37,38,39,45,46,40,35,40
2014/12/07,Sanyi,PM10,42,39,34,32,31,29,32,33,37,46,53,56,55,50,45,44,46,46,44,45,45,45,49,54
2014/12/08,Sanyi,PM10,48,38,37,34,32,24,18,22,22,23,31,33,37,32,28,33,43,51,49,39,39,26,23,24
2014/12/10,Sanyi,PM10,32,37,39,39,38,35,28,29,34,34,40,51,59,49,39,40,37,29,22,16,18,18,16,16
2014/12/11,Sanyi,PM10,17,16,15,12,13,15,15,18,24,32,37,37,35,34,31,23,21,22,24,31,29,28,29,28
2014/12/12,Sanyi,PM10,29,29,29,22,17,21,20,21,21,21,27,39,65,87,100,114,115,110,104,101,100,88,75,70
2014/12/13,Sanyi,PM10,70,70,67,60,55,55,64,76,77,75,108,123,97,82,79,76,76,75,68,65,60,55,55,56
2014/12/14,Sanyi,PM10,56,51,45,44,44,42,43,39,38,50,49,46,51,48,42,50,64,70,73,70,67,68,79,88
2014/12/16,Sanyi,PM10,60,64,60,49,38,33,37,48,57,56,53,49,50,54,60,76,87,90,99,115,108,99,94,88
2014/12/18,Sanyi,PM10,38,37,34,35,35,34,32,35,40,40,43,46,51,57,54,48,49,49,45,45,45,44,49,55
2014/12/19,Sanyi,PM10,56,57,60,60,55,55,60,62,67,65,65,64,53,34,23,23,24,27,34,31,20,22,20,17
2014/12/20,Sanyi,PM10,16,15,16,17,22,20,15,21,31,34,43,49,53,54,55,55,50,45,50,57,56,55,51,42
2014/12/21,Sanyi,PM10,39,42,37,33,29,26,23,23,34,45,54,59,57,56,54,54,49,43,38,33,38,45,48,53
2014/12/22,Sanyi,PM10,61,59,59,68,77,82,78,71,66,61,56,56,56,57,59,59,55,53,56,55,51,51,48,44
2014/12/23,Sanyi,PM10,48,49,42,39,49,65,77,76,79,89,87,83,82,84,92,98,97,112,125,115,108,106,101,89
2014/12/25,Sanyi,PM10,48,48,54,54,53,54,53,55,60,62,65,66,61,59,62,75,64,44,48,43,34,37,39,38
2014/12/26,Sanyi,PM10,46,50,49,46,45,42,37,33,31,29,28,27,28,28,29,28,24,29,35,33,27,26,24,21
2014/12/27,Sanyi,PM10,22,23,23,26,23,23,23,23,22,18,23,26,26,23,20,20,17,18,21,22,21,21,18,15
2014/12/28,Sanyi,PM10,12,12,15,15,12,13,13,15,13,15,16,18,21,21,18,15,16,22,29,31,28,35,46,53
2014/12/29,Sanyi,PM10,55,55,56,54,48,45,45,49,54,57,62,66,67,70,72,70,65,59,53,54,56,59,59,51
2014/12/31,Sanyi,PM10,39,37,33,29,27,26,24,27,28,26,24,29,31,44,59,56,57,55,48,43,42,38,38,42
2014/01/01,Tamshui,PM10,46,45,50,60,57,49,48,49,55,75,67,54,53,42,39,40,43,46,46,40,40,44,43,38
2014/01/02,Tamshui,PM10,39,42,38,39,42,43,48,55,65,65,68,73,66,59,59,57,62,61,55,72,89,86,86,90
2014/01/03,Tamshui,PM10,94,89,83,88,97,101,97,88,87,88,84,93,82,65,61,73,97,88,66,59,55,60,66,67
2014/01/04,Tamshui,PM10,71,68,81,105,106,110,122,125,125,127,122,133,167,207,225,215,202,178,158,154,156,153,153,163
2014/01/05,Tamshui,PM10,185,194,175,160,154,144,137,137,139,137,112,88,78,75,77,79,82,83,89,87,77,68,66,71
2014/01/07,Tamshui,PM10,33,34,33,33,37,35,33,35,43,51,50,50,60,82,98,98,93,95,111,117,115,98,71,78
2014/01/09,Tamshui,PM10,43,39,45,48,48,44,38,39,43,46,42,38,37,34,35,33,31,32,29,24,26,34,38,37
2014/01/10,Tamshui,PM10,31,27,23,26,28,29,34,38,33,27,26,23,24,28,26,23,22,20,20,23,29,26,22,21
2014/01/11,Tamshui,PM10,18,22,22,18,15,20,26,20,15,11,11,13,17,21,21,20,22,27,28,24,21,17,17,18
2014/01/12,Tamshui,PM10,24,31,38,42,40,46,46,43,40,39,39,40,43,39,42,44,37,33,37,35,31,29,29,34
2014/01/13,Tamshui,PM10,39,39,38,37,39,44,45,44,45,51,55,53,51,50,54,61,67,66,64,59,46,38,38,43
2014/01/14,Tamshui,PM10,44,39,34,29,27,32,38,38,32,31,28,22,22,23,27,32,31,29,33,35,32,32,33,31
2014/01/16,Tamshui,PM10,34,33,34,35,34,35,40,48,48,39,37,35,33,33,38,37,34,35,32,31,33,34,40,40
2014/01/17,Tamshui,PM10,35,32,34,33,28,28,29,35,45,44,34,33,28,27,31,29,29,31,33,38,34,31,31,27
2014/01/18,Tamshui,PM10,22,23,31,28,24,27,37,48,60,93,136,154,155,152,147,150,154,152,139,121,109,100,95,95
2014/01/19,Tamshui,PM10,94,83,73,64,59,54,50,56,57,51,54,59,55,49,43,40,40,42,42,38,35,37,40,48
2014/01/20,Tamshui,PM10,48,45,46,42,40,39,44,55,64,79,100,99,81,61,50,49,48,49,67,97,114,121,126,131
2014/01/21,Tamshui,PM10,127,125,142,161,159,166,187,193,181,175,174,164,142,122,112,101,87,84,90,87,77,64,53,48
2014/01/23,Tamshui,PM10,16,12,12,15,12,12,16,20,23,21,20,17,13,12,20,26,18,16,17,17,15,12,9,9
2014/01/24,Tamshui,PM10,13,12,12,12,13,16,13,13,18,18,37,49,49,54,46,39,38,42,46,56,64,50,48,59
2014/01/25,Tamshui,PM10,62,66,78,87,82,67,57,54,46,48,59,64,54,42,49,54,45,43,48,46,35,35,39,40
2014/01/26,Tamshui,PM10,55,56,44,87,174,186,138,112,109,115,117,114,116,120,119,111,98,77,61,61,60,56,55,49
2014/01/27,Tamshui,PM10,44,44,45,43,40,39,37,40,45,43,40,39,40,40,39,40,39,37,35,38,38,37,33,27
2014/01/29,Tamshui,PM10,28,28,28,28,28,28,32,37,40,35,32,31,33,39,45,44,44,43,38,45,49,46,53,59
2014/01/30,Tamshui,PM10,57,54,53,55,51,53,60,62,64,71,84,88,68,61,66,61,62,67,68,93,114,105,104,105
2014/01/31,Tamshui,PM10,106,122,115,68,45,54,55,54,55,45,38,42,42,42,42,38,38,34,31,32,33,38,42,40
2014/02/01,Tamshui,PM10,37,34,35,62,87,71,57,68,83,87,86,90,88,92,90,71,59,56,59,56,55,54,45,55
2014/02/02,Tamshui,PM10,68,68,61,54,50,43,38,37,37,42,43,51,59,56,53,48,54,60,68,73,70,71,53,26
2014/02/03,Tamshui,PM10,22,27,31,31,32,34,49,56,50,46,43,46,54,50,39,42,44,50,53,50,68,90,89,75
2014/02/04,Tamshui,PM10,61,54,46,43,40,44,43,38,43,40,37,32,27,24,20,21,24,21,20,17,20,20,16,13
2014/02/05,Tamshui,PM10,16,16,12,10,6,9,15,20,18,16,18,18,16,12,11,11,13,15,10,7,13,13,15,22
2014/02/06,Tamshui,PM10,33,42,46,49,45,42,37,38,48,50,40,40,42,43,37,23,20,22,21,27,32,26,24,21
2014/02/08,Tamshui,PM10,16,16,16,13,13,15,15,20,24,26,27,21,22,24,22,24,21,13,13,20,22,22,22,21
2014/02/09,Tamshui,PM10,22,22,17,18,17,12,12,11,12,15,15,11,7,4,5,5,7,10,13,17,16,12,13,13
2014/02/10,Tamshui,PM10,15,17,17,17,18,22,23,18,15,15,16,20,21,21,22,27,32,32,29,27,32,34,28,27
2014/02/11,Tamshui,PM10,26,23,27,32,33,33,38,40,35,32,33,37,38,38,44,43,34,34,38,39,43,45,50,53
2014/02/14,Tamshui,PM10,16,21,26,26,27,27,28,29,23,22,27,24,22,24,26,27,32,37,33,32,32,28,31,34
2014/02/15,Tamshui,PM10,38,42,35,33,35,31,31,35,40,45,45,48,56,59,57,46,44,40,34,35,29,23,23,24
2014/02/16,Tamshui,PM10,22,13,11,21,26,22,21,16,13,16,17,24,28,26,24,27,27,38,44,43,45,49,53,51
2014/02/17,Tamshui,PM10,57,67,68,64,51,42,35,33,40,51,59,61,60,68,81,76,77,82,86,99,101,109,126,121
2014/02/18,Tamshui,PM10,106,106,104,87,72,75,62,35,37,48,46,55,67,62,38,17,15,15,16,16,7,7,13,13
2014/02/19,Tamshui,PM10,15,20,18,17,16,15,15,17,13,13,13,13,20,22,21,21,23,22,28,39,43,45,46,42
2014/02/21,Tamshui,PM10,73,67,64,65,62,56,53,48,35,38,43,34,35,34,29,32,28,26,29,29,27,29,29,28
2014/02/22,Tamshui,PM10,28,31,31,23,22,24,24,27,28,26,17,12,13,13,16,17,21,24,22,23,24,22,26,29
2014/02/23,Tamshui,PM10,23,20,22,21,18,17,17,20,21,23,26,23,21,24,26,24,27,27,23,20,22,24,23,23
2014/02/24,Tamshui,PM10,23,23,22,21,22,26,27,24,27,27,24,61,89,79,89,105,111,108,109,121,130,130,134,127
2014/02/25,Tamshui,PM10,108,98,94,100,92,82,88,90,97,101,104,94,79,77,76,77,72,70,73,76,78,86,90,87
2014/02/27,Tamshui,PM10,49,44,35,35,39,39,35,38,44,42,32,29,29,31,32,29,24,22,22,27,31,33,35,33
2014/02/28,Tamshui,PM10,29,28,27,26,24,26,31,32,34,32,26,23,21,26,24,18,18,38,48,51,77,86,87,98
2014/03/01,Tamshui,PM10,98,93,109,105,81,70,75,82,86,93,104,120,121,121,115,93,84,72,55,67,78,73,67,60
2014/03/02,Tamshui,PM10,54,34,16,13,11,11,12,13,13,13,16,22,31,34,32,33,37,31,23,24,32,35,33,31
2014/03/03,Tamshui,PM10,27,27,26,21,18,17,17,22,27,26,24,29,34,37,42,45,42,42,43,44,45,40,35,27
2014/03/04,Tamshui,PM10,26,32,34,35,26,21,20,26,38,39,43,49,54,48,35,33,35,35,34,32,26,17,15,17
2014/03/05,Tamshui,PM10,20,21,21,26,34,39,35,29,24,28,33,37,39,37,34,37,39,39,39,32,31,37,33,29
2014/03/08,Tamshui,PM10,15,16,13,13,18,17,16,17,17,18,20,17,20,20,13,13,15,15,16,17,18,18,17,16
2014/03/09,Tamshui,PM10,16,18,12,15,21,18,20,23,26,26,24,26,24,28,32,35,38,39,40,40,43,48,51,51
2014/03/10,Tamshui,PM10,49,45,43,51,62,65,70,70,70,73,68,67,68,66,55,50,48,44,42,49,56,51,51,53
2014/03/12,Tamshui,PM10,84,105,92,87,94,101,104,105,98,89,94,104,103,92,90,90,82,78,76,56,38,40,46,46
2014/03/13,Tamshui,PM10,48,50,65,71,64,65,61,48,33,24,23,27,32,37,53,79,103,106,106,108,105,103,99,94
2014/03/14,Tamshui,PM10,94,100,101,97,92,86,87,87,90,97,94,93,93,89,87,84,83,75,60,54,53,48,45,46
2014/03/15,Tamshui,PM10,49,48,43,44,46,44,43,43,46,49,45,44,49,50,54,56,54,50,45,45,50,51,53,55
2014/03/16,Tamshui,PM10,56,61,59,54,53,57,59,56,57,78,95,92,98,99,99,99,92,93,92,90,95,98,103,111
2014/03/17,Tamshui,PM10,115,109,95,77,68,92,105,94,89,100,117,104,83,76,70,64,55,56,60,66,76,88,99,103
2014/03/19,Tamshui,PM10,77,78,72,64,62,62,59,61,66,88,109,108,130,126,98,84,76,73,71,81,94,87,75,78
2014/03/20,Tamshui,PM10,92,97,93,81,73,61,32,23,28,34,33,32,43,56,66,75,73,67,73,89,104,106,95,86
2014/03/23,Tamshui,PM10,24,24,22,21,22,18,17,22,23,26,31,26,21,23,23,23,22,22,20,17,20,20,20,21
2014/03/25,Tamshui,PM10,23,23,24,23,24,32,34,38,44,67,89,90,82,76,79,79,78,87,84,79,82,82,78,67
2014/03/26,Tamshui,PM10,68,70,61,59,61,61,66,67,103,108,71,60,49,42,35,31,34,42,49,62,64,57,50,40
2014/03/27,Tamshui,PM10,34,33,39,49,57,57,53,56,55,48,40,38,49,60,70,56,35,26,26,37,32,29,26,18
2014/03/28,Tamshui,PM10,17,11,10,10,9,9,12,17,33,71,92,93,98,94,88,105,108,93,98,98,87,79,81,90
2014/03/29,Tamshui,PM10,92,78,59,55,61,71,79,75,70,72,84,94,88,73,67,77,68,50,42,35,31,26,32,38
2014/03/30,Tamshui,PM10,38,33,32,31,34,33,26,28,40,45,50,66,89,103,108,117,126,126,126,126,126,131,130,123
2014/03/31,Tamshui,PM10,121,119,114,111,90,65,54,50,50,53,57,56,55,59,55,60,66,73,78,71,65,65,64,54
2014/04/01,Tamshui,PM10,32,18,20,12,11,20,26,28,27,26,32,34,32,31,32,32,33,35,32,31,27,23,27,28
2014/04/03,Tamshui,PM10,55,53,53,49,40,35,31,31,38,39,45,64,56,39,39,39,29,22,28,34,32,28,31,33
2014/04/04,Tamshui,PM10,29,28,34,35,37,45,50,55,53,57,70,82,88,84,79,75,72,68,67,72,79,83,72,68
2014/04/05,Tamshui,PM10,68,57,56,55,49,51,55,59,61,62,64,64,71,71,64,65,67,66,70,70,62,59,56,56
2014/04/06,Tamshui,PM10,56,56,55,56,56,53,50,54,57,60,68,72,75,78,81,82,78,68,64,65,62,59,49,39
2014/04/08,Tamshui,PM10,39,39,44,46,44,45,46,50,53,51,50,49,48,48,43,35,32,40,55,60,57,55,54,51
2014/04/09,Tamshui,PM10,48,51,51,42,42,50,50,46,48,46,46,45,38,38,35,32,32,29,29,38,43,35,31,28
2014/04/10,Tamshui,PM10,26,27,28,31,27,24,38,40,37,38,37,37,34,33,28,28,38,40,34,33,32,29,28,23
2014/04/11,Tamshui,PM10,20,20,23,22,21,23,27,43,62,64,54,48,48,46,51,61,64,59,65,68,64,68,76,73
2014/04/12,Tamshui,PM10,62,53,55,60,59,57,72,94,100,95,93,95,95,78,51,42,49,46,43,44,46,56,62,64
2014/04/13,Tamshui,PM10,66,62,65,66,64,65,66,70,66,61,55,57,59,50,40,34,46,49,50,57,56,45,32,31
2014/04/15,Tamshui,PM10,46,40,38,42,42,42,40,45,51,49,49,49,45,50,49,42,39,40,39,34,31,29,31,32
2014/04/16,Tamshui,PM10,31,29,34,35,33,37,59,78,83,92,84,73,75,73,72,67,66,68,70,66,57,61,71,70
2014/04/17,Tamshui,PM10,67,65,62,51,45,54,56,55,62,64,59,50,43,44,43,44,45,44,46,48,40,43,51,51
2014/04/18,Tamshui,PM10,54,55,53,49,44,40,45,45,50,59,60,61,57,49,40,38,43,50,48,42,43,48,48,53
2014/04/19,Tamshui,PM10,53,46,42,45,62,68,71,81,87,84,78,82,87,75,59,53,53,56,66,73,62,51,54,50
2014/04/20,Tamshui,PM10,46,45,46,44,38,32,34,42,39,49,53,37,22,23,29,32,29,22,20,17,13,15,22,22
2014/04/22,Tamshui,PM10,43,45,51,53,61,65,60,67,75,55,34,28,22,18,16,15,12,11,13,21,26,27,26,27
2014/04/23,Tamshui,PM10,26,27,29,28,35,49,60,65,62,56,61,64,55,50,54,55,55,56,54,53,54,50,39,27
2014/04/24,Tamshui,PM10,22,18,18,20,17,17,16,17,17,16,21,26,29,35,40,40,35,29,29,32,34,33,31,28
2014/04/25,Tamshui,PM10,23,21,18,21,23,27,34,32,26,27,27,17,18,32,43,40,26,23,23,26,23,18,16,15
2014/04/26,Tamshui,PM10,16,16,20,22,15,12,13,13,17,21,23,26,23,21,27,38,51,45,27,26,31,35,31,27
2014/04/27,Tamshui,PM10,29,27,23,27,29,26,27,28,33,38,44,44,40,33,27,26,27,29,31,29,34,39,35,32
2014/04/28,Tamshui,PM10,35,40,40,35,38,43,40,45,51,43,44,50,53,51,50,46,45,49,51,51,53,53,51,50
2014/04/30,Tamshui,PM10,45,43,44,45,44,45,49,49,46,44,44,45,44,43,45,39,28,24,29,33,31,24,22,20
2014/05/01,Tamshui,PM10,24,32,34,33,29,31,35,35,31,32,37,39,34,28,28,39,38,32,31,29,26,21,20,26
2014/05/02,Tamshui,PM10,27,28,37,32,26,24,29,43,51,51,45,44,38,27,24,23,20,22,22,17,17,18,21,20
2014/05/03,Tamshui,PM10,17,18,17,21,26,32,39,40,35,42,48,45,43,43,45,42,40,39,39,40,43,42,34,33
2014/05/04,Tamshui,PM10,38,39,40,45,51,50,45,45,45,40,42,43,35,33,31,35,44,44,46,50,53,50,51,53
2014/05/06,Tamshui,PM10,42,43,42,39,39,38,33,31,28,28,27,26,26,23,20,18,20,20,21,21,24,29,27,23
2014/05/07,Tamshui,PM10,21,22,21,17,21,28,29,33,38,40,40,38,39,42,32,23,28,33,37,37,32,37,46,44
2014/05/08,Tamshui,PM10,42,50,53,45,39,44,43,38,45,46,33,28,28,21,22,22,27,34,35,34,34,32,26,26
